_id;Country/Region;Lat;Long;Date;Confirmed;Deaths;Recovered;Active;iso_code;continent;location;date_1;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;tests_per_case;positive_rate;tests_units;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy
5f65d70b7186c31f7a0d6f5b;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/13/20;446;13;12;23;false;false;154;4;7;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;84;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f5c;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/14/20;467;21;12;23;false;false;162;4;7;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;84;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f5d;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/15/20;475;8;13;24;true;false;165;4;8;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;84;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f5e;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/16/20;494;19;13;25;true;false;171;4;8;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;84;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f5f;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/17/20;518;24;15;26;true;false;179;5;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;84;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f60;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/18/20;539;21;17;26;false;false;187;6;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f61;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/19/20;548;9;16;26;false;false;190;5;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f62;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/20/20;562;14;16;26;false;false;195;5;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f63;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/21/20;584;22;16;26;false;false;202;5;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f64;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/22/20;609;25;19;26;false;false;211;6;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f65;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/23/20;634;25;20;27;true;false;220;6;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f66;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/24/20;663;29;20;27;false;false;230;7;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f67;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/25/20;678;15;19;27;false;false;235;6;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f68;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/26/20;712;34;23;27;false;false;247;8;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f69;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/27/20;726;14;23;28;true;false;252;8;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f6a;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/28/20;736;10;21;28;false;false;255;7;9;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f6b;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/29/20;750;14;20;30;2;false;260;6;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f6c;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;4/30/20;766;16;18;31;true;false;266;6;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f6d;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/01/2020;773;7;15;31;false;false;268;5;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f6e;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/02/2020;782;9;14;31;false;false;271;5;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
